"id","status_code","url"
28,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#81e8efe7eec1f1ecace6f3f4e5fbe8e0e5fbaff1ed
29,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRAWO_JAZDY
30,401,https://pm-grudziadz.pl/sprawy/90/miedzynarodowe-prawo-jazdy/
31,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=UPRAWNIENIA_DO_PROWADZENIA_ROZNYCH_POJAZDOW
32,401,https://pm-grudziadz.pl/sprawy/76/licencja-na-wykonywanie-krajowego-transportu-drogowego-w-zakresie-przewozu-osob/
33,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#d5bcbbb3ba95a5b8f8b2a7a0b1afbcb4b1affba5b9
34,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=RUCH_DROGOWY
35,401,https://pm-grudziadz.pl/sprawy/245/wydanie-zaswiadczenia-np-o-rejestracji-pojazdu-wydaniu-karty-pojazdu/
36,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SAMOCHODY_OSOBOWE
37,401,https://pm-grudziadz.pl/sprawy/92/rejestracja-pojazdu-nowego/
38,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POJAZDY_SPECJALISTYCZNE
39,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POJAZDY_UZYTKOWE
40,401,https://pm-grudziadz.pl/sprawy/100/zgloszenie-zbycia-pojazdu-zarejestrowanego-w-tutejszej-ewidencji/
41,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POMOC_SPOLECZNA
42,401,https://pm-grudziadz.pl/sprawy/109/przyznanie-grudziadzkiej-karty-seniora/
43,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_DLA_SENIOROW
44,401,https://pm-grudziadz.pl/sprawy/112/wydanie-duplikatu-grudziadzkiej-karty-seniora/
45,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#cea7a0a8a18ebea3e3a9bcbbaab4a7afaab4e0bea2
46,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#95fcfbf3fad5e5f8b8f2e7e0f1effcf4f1efbbe5f9
47,401,https://pm-grudziadz.pl/sprawy/111/wydanie-duplikatu-grudziadzkiej-karty-duzej-rodziny/
48,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZASILKI_RODZINNE
49,401,https://pm-grudziadz.pl/sprawy/108/przyznanie-grudziadzkiej-karty-duzej-rodziny-dla-rodzicow-rodzica-lub-malzonka-rodzica-ktorzy-mieli-na-utrzymaniu-co-najmniej-troje-dzieci/
50,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b4dddad2dbf4c4d999d3c6c1d0ceddd5d0ce9ac4d8
51,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_DLA_RODZIN
52,401,https://pm-grudziadz.pl/sprawy/113/wydanie-duplikatu-karty-duzej-rodziny-ogolnopolskiej/
53,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0d64636b624d7d60206a7f786977646c6977237d61
54,401,https://pm-grudziadz.pl/sprawy/107/przyznanie-grudziadzkiej-karty-duzej-rodziny-dla-czlonkow-rodziny-ktora-ma-na-utrzymaniu-co-najmniej-troje-dzieci/
55,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PROJEKTY_SPOLECZNE
56,401,https://pm-grudziadz.pl/sprawy/110/przyznanie-karty-duzej-rodziny-ogolnopolskiej/
57,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=AKTYWNOSC_SPOLECZNA
58,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#5a33343c351a2a37773d282f3e20333b3e20742a36
59,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PROGRAMY_SOCJALNE
60,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#01686f676e41716c2c667374657b6860657b2f716d
61,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b8d1d6ded7f8c8d595dfcacddcc2d1d9dcc296c8d4
62,401,https://pm-grudziadz.pl/sprawy/121/wniosek-o-podjecie-dzialan-majacych-na-celu-zobowiazanie-do-poddania-sie-leczeniu-odwykowemu/
63,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POMOC_PSYCHOLOGICZNA
64,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=WALKA_Z_ALKOHOLIZMEM
65,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#a2cbccc4cde2d2cf8fc5d0d7c6d8cbc3c6d88cd2ce
66,401,https://pm-grudziadz.pl/sprawy/102/wydanie-karty-parkingowej-dla-placowki-zajmujacej-sie-opieka-rehabilitacja-lub-edukacja-osob-niepelnosprawnych-majacych-znacznie-ograniczone-mozliwosci-samodzielnego-poruszania-sie/
67,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#51383f373e11213c7c362324352b3830352b7f213d
68,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=DODATKI_DLA_OSOB_NIEPELNOSPRAWNYCH
69,401,https://pm-grudziadz.pl/sprawy/103/wydawanie-legitymacji-osoby-niepelnosprawnej/
70,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#a1c8cfc7cee1d1cc8cc6d3d4c5dbc8c0c5db8fd1cd
71,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OSOBY_NIEPELNOSPRAWNE
72,401,https://pm-grudziadz.pl/sprawy/105/wydawanie-orzeczen-o-stopniu-niepelnosprawnosci-osobom-ktore-ukonczyly-16-rok-zycia/
73,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#533a3d353c13233e7e34212637293a3237297d233f
74,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_PODATKOWE_DLA_OSOB_NIEPELNOSPRAWNYCH
75,401,https://pm-grudziadz.pl/sprawy/65/ulgi-w-podatkach-i-oplatach-lokalnych/
76,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#7c0b0f0e3c0911521e05181b130f061f06520c10
77,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OBOWIAZKI_PODATKOWE
78,401,https://pm-grudziadz.pl/sprawy/309/podatki-i-oplaty-lokalne-oraz-oplata-skarbowa-wydawanie-zaswiadczen-lub-informacji/
79,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#c1b6b2b381b4acefa3b8a5a6aeb2bba2bbefb1ad
80,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#bdd4d3dbd2fdcdd090dacfc8d9c7d4dcd9c793cdd1
81,401,https://pm-grudziadz.pl/sprawy/310/wniosek-o-zwrot-oplaty-skarbowej-jak-zalatwic-sprawe/
82,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#2e595d5c6e5b43004c574a49415d544d54005e42
83,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_PODATKOWE
84,401,https://pm-grudziadz.pl/sprawy/101/wydanie-karty-parkingowej-dla-osoby-niepelnosprawnej-majacej-znacznie-ograniczone-mozliwosci-samodzielnego-poruszania-sie/
85,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#1b72757d745b6b76367c696e7f61727a7f61356b77
86,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=INFRASTRUKTURA_DLA_OSOB_NIEPELNOSPRAWNYCH
87,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=WSPARCIE_DLA_OSOB_NIEPELNOSPRAWNYCH
88,401,https://pm-grudziadz.pl/sprawy/104/wydawanie-orzeczen-o-niepelnosprawnosci-osobom-ktore-nie-ukonczyly-16-roku-zycia/
89,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#aec7c0c8c1eedec383c9dcdbcad4c7cfcad480dec2
90,401,https://pm-grudziadz.pl/sprawy/100/wydawanie-orzeczen-o-wskazaniach-do-ulg-i-uprawnien-osobom-posiadajacym-orzeczenie-o-inwalidztwie-lub-niezdolnosci-do-pracy/
91,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#dcb5b2bab39cacb1f1bbaea9b8a6b5bdb8a6f2acb0
92,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#026b6c646d42726f2f65707766786b6366782c726e
93,401,https://pm-grudziadz.pl/sprawy/91/przerejestrowanie-pojazdu-zarejestrowanego-na-terenie-polski/
94,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#264f48404966564b0b415453425c4f47425c08564a
95,401,https://pm-grudziadz.pl/sprawy/99/wyrejestrowanie-pojazdu/
96,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#9bf2f5fdf4dbebf6b6fce9eeffe1f2faffe1b5ebf7
97,401,https://pm-grudziadz.pl/sprawy/244/wpisy-adnotacji-do-dowodu-rejestracyjnego-np-gaz-hak-taxi/
98,401,https://pm-grudziadz.pl/sprawy/95/wydanie-dowodu-rejestracyjnego-z-powodu-braku-miejsc-na-kolejne-wpisy-terminu-badan-technicznych/
99,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRZEGLADY_TECHNICZNE_POJAZDOW
100,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRAWO_DROGOWE
101,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#2e474048416e5e4303495c5b4a54474f4a54005e42
102,401,https://pm-grudziadz.pl/sprawy/93/rejestracja-pojazdu-sprowadzonego-z-zagranicy/
103,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#335a5d555c73435e1e54414657495a5257491d435f
104,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#7a13141c153a0a17571d080f1e00131b1e00540a16
105,401,https://pm-grudziadz.pl/sprawy/96/wydanie-profilu-kandydata-na-kierowce-w-skrocie-pkk/
106,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#4920272f26093924642e3b3c2d3320282d33673925
107,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=TRANSPORT_PUBLICZNY
108,401,https://pm-grudziadz.pl/sprawy/81/zezwolenie-na-wykonywanie-regularnych-przewozow-osob-w-krajowym-transporcie-drogowym/
109,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#d6bfb8b0b996a6bbfbb1a4a3b2acbfb7b2acf8a6ba
110,401,https://pm-grudziadz.pl/sprawy/238/zezwolenie-na-przejazd-pojazdu-nienormatywnego/
111,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#eb82858d84ab9b86c68c999e8f91828a8f91c59b87
112,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZEZWOLENIA
113,401,https://pm-grudziadz.pl/sprawy/137/zezwolenie-na-utrzymywanie-psa-rasy-uznawanej-za-agresywna/
114,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#abc2c5cdc4ebdbc686ccd9decfd1c2cacfd185dbc7
115,401,https://pm-grudziadz.pl/sprawy/3/zezwolenia-na-sprzedaz-napojow-alkoholowych/
116,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SPRZEDAZ_ALKOHOLU
117,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=UPRAWNIENIA_DO_SPRZEDAZY_ALKOHOLU
118,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#e1888f878ea1918ccc869394859b8880859bcf918d
119,401,https://pm-grudziadz.pl/sprawy/114/uzyskanie-pozwolenia-na-przewoz-z-zagranicy-zwlok-i-szczatkow-ludzkich-ktore-pochowane-zostana-na-terenie-grudziadza/
120,401,https://pm-grudziadz.pl/sprawy/138/zezwolenie-na-wylaczenie-gruntow-z-produkcji-rolnej/
121,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OCHRONA_KRAJOBRAZU
122,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#cca5a2aaa38cbca1e1abbeb9a8b6a5ada8b6e2bca0
123,401,https://pm-grudziadz.pl/sprawy/139/zgloszeniezezwolenie-na-wycinke-drzew-i-krzewow/
124,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#30595e565f70405d1d574245544a5951544a1e405c
125,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PROGRAMY_OCHRONY_SRODOWISKA
126,401,https://pm-grudziadz.pl/sprawy/125/oplata-za-zmniejszenie-naturalnej-retencji-terenowej/
127,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#3e575058517e4e5313594c4b5a44575f5a44104e52
128,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OCHRONA_PRZYRODY
129,401,https://pm-grudziadz.pl/sprawy/129/wpis-do-rejestru-dzialalnosci-regulowanej-w-zakresie-odbioru-odpadow-komunalnych/
130,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#1871767e77586875357f6a6d7c6271797c62366874
131,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=GOSPODARKA_ODPADAMI_KOMUNALNYMI
132,401,https://pm-grudziadz.pl/sprawy/126/pozwolenie-na-wytwarzanie-odpadow/
133,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OCHRONA_SRODOWISKA_NATURALNEGO
134,401,https://pm-grudziadz.pl/sprawy/124/informacje-o-wyrobach-zawierajacych-azbest-i-miejscu-ich-wykorzystania-osoby-fizyczne-nie-bedace-przedsiebiorcami/
135,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ODPADY
136,401,https://pm-grudziadz.pl/sprawy/5/ulgi-w-oplacie-za-gospodarowanie-odpadami-komunalnymi-umorzenie-odroczenie-raty/
137,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#cda2a9bdaca9b48db8a0e3aabfb8a9b7a4aca9b7e3bda1
138,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SEGREGACJA_ODPADOW
139,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#5c35323a331c2c31713b2e293826353d3826722c30
140,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PLATNOSCI_ZA_GOSPODAROWANIE_ODPADAMI
141,401,https://pm-grudziadz.pl/sprawy/307/deklaracja-o-wysokosci-oplaty-za-gospodarowanie-odpadami-komunalnymi-jak-zalatwic-sprawe/
142,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#6c05020a032c1c01410b1e190816050d0816421c00
143,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=GOSPODARKA_ODPADAMI
144,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#fb949f8b9a9f82bb8e96d59c898e9f81929a9f81d58b97
145,401,https://pm-grudziadz.pl/sprawy/131/zezwolenie-na-zbieranie-odpadow/
146,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#f69f989099b6869bdb918483928c9f97928cd8869a
147,401,https://pm-grudziadz.pl/sprawy/117/ewidencja-zbiornikow-bezodplywowych-szamb-oraz-przydomowych-oczyszczalni-sciekow/
148,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ODPADY_KOMUNALNE
149,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#f891969e97b88895d59f8a8d9c8291999c82d68894
150,401,https://pm-grudziadz.pl/sprawy/130/zezwolenie-na-przetwarzanie-odpadow/
151,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=RECYKLING
152,401,https://pm-grudziadz.pl/sprawy/127/prowadzenie-dzialalnosci-w-zakresie-oprozniania-zbiornikow-bezodplywowych-lub-osadnikow-w-przydomowych-oczyszczalniach-sciekow-i-transportu-nieczystosci-cieklych/
153,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#345d5a525b74445919534641504e5d55504e1a4458
154,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ODPADY_NIEBEZPIECZNE
155,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#1970777f76596974347e6b6c7d6370787d63376975
156,401,https://pm-grudziadz.pl/sprawy/128/udostepnianie-informacji-o-srodowisku-i-jego-ochronie/
157,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=AKCJE_SPOLECZNE_NA_RZECZ_OCHRONY_SRODOWISKA
158,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#31585f575e71415c1c564344554b5850554b1f415d
159,401,https://pm-grudziadz.pl/sprawy/135/rejestracja-zwierzat-egzotycznych-podlegajacych-ochronie/
160,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b5dcdbd3daf5c5d898d2c7c0d1cfdcd4d1cf9bc5d9
161,401,https://pm-grudziadz.pl/sprawy/82/zezwolenie-na-wykonywanie-regularnych-specjalnych-przewozow-osob-w-krajowym-transporcie-drogowym/
162,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#92fbfcf4fdd2e2ffbff5e0e7f6e8fbf3f6e8bce2fe
163,401,https://pm-grudziadz.pl/sprawy/78/licencja-na-wykonywanie-transportu-drogowego-w-zakresie-posrednictwa-przy-przewozie-rzeczy/
164,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#5b32353d341b2b36763c292e3f21323a3f21752b37
165,401,https://pm-grudziadz.pl/sprawy/83/zezwolenie-na-wykonywanie-zawodu-przewoznika-drogowego-w-zakresie-przewozu-osob-lub-rzeczy/
166,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#cda4a3aba28dbda0e0aabfb8a9b7a4aca9b7e3bda1
167,401,https://pm-grudziadz.pl/sprawy/306/podatek-od-srodkow-transportowych-zlozenie-deklaracji-dt-1/
168,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=TRANSPORT_WODNY
169,401,https://pm-grudziadz.pl/sprawy/134/rejestracja-sprzetu-plywajacego-sluzacego-do-amatorskiego-polowu-rybwykreslenie-z-rejestru-sprzetu-plywajacego-do-polowy-ryb/
170,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PODATEK_OD_SRODKOW_TRANSPORTOWYCH
171,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#761f18101936061b5b110403120c1f17120c58061a
172,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0f787c7d4f7a62216d766b68607c756c75217f63
173,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#147d7a727b54647939736661706e7d75706e3a6478
174,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#a5cccbc3cae5d5c888c2d7d0c1dfccc4c1df8bd5c9
175,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#9ff6f1f9f0dfeff2b2f8edeafbe5f6fefbe5b1eff3
176,401,https://pm-grudziadz.pl/sprawy/6/-wydanie-zaswiadczenia-o-objeciu-danej-nieruchomosci-uproszczonym-planem-urzadzenia-lasu-/
177,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZARZADZANIE_NIERUCHOMOSCIA
178,401,https://pm-grudziadz.pl/sprawy/56/decyzja-o-ustaleniu-lokalizacji-inwestycji-celu-publicznego/
179,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=RYNEK_NIERUCHOMOSCI
180,401,https://pm-grudziadz.pl/sprawy/300/podatek-od-nieruchomosci-dla-osob-fizycznych-zlozenie-informacji-in-1/
181,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#543d3a323b14243979332621302e3d35302e7a2438
182,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#2b5c58596b5e460549524f4c4458514851055b47
183,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PODATEK_OD_NIERUCHOMOSCI
184,401,https://pm-grudziadz.pl/sprawy/301/podatek-od-nieruchomosci-dla-osob-prawnych-zlozenie-deklaracji-dn-1/
185,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#5027232210253d7e322934373f232a332a7e203c
186,401,https://pm-grudziadz.pl/sprawy/305/podatek-lesny-dla-osob-prawnych-zlozenie-deklaracji-dl-1/
187,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#325b5c545d72425f1f55404756485b5356481c425e
188,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0c7b7f7e4c7961226e75686b637f766f76227c60
189,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#ed84838b82ad9d80c08a9f988997848c8997c39d81
190,401,https://pm-grudziadz.pl/sprawy/50/zaswiadczenie-o-samodzielnosci-lokalu/
191,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRAWA_WLASNOSCI_NIERUCHOMOSCI
192,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=BUDOWA_I_REMONT_NIERUCHOMOSCI
193,401,https://pm-grudziadz.pl/sprawy/54/zgloszenie-zamiaru-przystapienia-do-wykonania-robot-budowlanych-zwiazanych-ze-zmiana-sposobu-uzytkowania-obiektu-budowlanego-lub-jego-czesci/
194,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=BEZPIECZENSTWO_BUDOWLANE
195,401,https://pm-grudziadz.pl/sprawy/47/pozwolenie-na-rozbiorke/
196,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZGLOSZENIA_BUDOWY
197,401,https://pm-grudziadz.pl/sprawy/57/decyzja-o-warunkach-zabudowy/
198,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b3daddd5dcf3c3de9ed4c1c6d7c9dad2d7c99dc3df
199,401,https://pm-grudziadz.pl/sprawy/49/przeniesienie-praw-i-obowiazkow-wynikajacych-ze-zgloszenia-wobec-ktorego-organ-nie-wniosl-sprzeciwu/
200,401,https://pm-grudziadz.pl/sprawy/52/zgloszenie-budowy-lub-przebudowy-budynku-mieszkalnego-jednorodzinnego/
201,401,https://pm-grudziadz.pl/sprawy/48/przeniesienie-pozwolenia-na-budowe/
202,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POZWOLENIA_BUDOWLANE
203,401,https://pm-grudziadz.pl/sprawy/55/zmiana-pozwolenia-na-budowe/
204,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#71181f171e31011c5c160304150b1810150b5f011d
205,401,https://pm-grudziadz.pl/sprawy/75/wydanie-wypisu-wypisu-i-wyrysu-wyrysu-z-ewidencji-gruntow-i-budynkow/
206,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#88e1e6eee7c8f8e5a5effafdecf2e1e9ecf2a6f8e4
207,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=DOKUMENTACJA_GEODEZYJNA
208,401,https://pm-grudziadz.pl/sprawy/69/udostepnianie-mapy-ewidencji-gruntow-i-budynkow-lub-mapy-zasadniczej-do-celow-informacyjnych/
209,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#7f161119103f0f1252180d0a1b05161e1b05510f13
210,401,https://pm-grudziadz.pl/sprawy/71/udostepnienie-nieruchomosci-dla-celow-realizacji-inwestycji/
211,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZARZADZANIE_NIERUCHOMOSCIAMI
212,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#bcd5d2dad3fcccd191dbcec9d8c6d5ddd8c692ccd0
213,401,https://pm-grudziadz.pl/sprawy/67/nadanie-numeru-porzadkowego-budynku/
214,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ADMINISTRACJA_NIERUCHOMOSCIAMI
215,401,https://pm-grudziadz.pl/sprawy/68/udostepnianie-danych-z-rejestru-cen-i-wartosci-nieruchomosci/
216,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#432a2d252c03332e6e24313627392a2227396d332f
217,401,https://pm-grudziadz.pl/sprawy/72/udostepnienie-rejestrow-kartotek-skorowidzow-wykazow-zestawien-tworzonych-na-podstawie-bazy-danych-ewidencji-gruntow-i-budynkow/
218,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#5e373038311e2e3373392c2b3a24373f3a24702e32
219,401,https://pm-grudziadz.pl/sprawy/70/udostepnianie-zbiorow-danych-bazy-danych-ewidencji-gruntow-i-budynkow/
220,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b7ded9d1d8f7c7da9ad0c5c2d3cdded6d3cd99c7db
221,401,https://pm-grudziadz.pl/sprawy/53/zgloszenie-rozbiorki/
222,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#d9b0b7bfb699a9b4f4beabacbda3b0b8bda3f7a9b5
223,401,https://pm-grudziadz.pl/sprawy/46/pozwolenie-na-budowe/
224,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#056c6b636a45756828627770617f6c64617f2b7569
225,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#93fafdf5fcd3e3febef4e1e6f7e9faf2f7e9bde3ff
226,401,https://pm-grudziadz.pl/sprawy/51/zgloszenie-budowy-robot-budowlanych-nie-wymagajacych-pozwolenia-na-budowe/
227,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#4a23242c250a3a27672d383f2e30232b2e30643a26
228,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#90f9fef6ffd0e0fdbdf7e2e5f4eaf9f1f4eabee0fc
229,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PLANOWANIE_PRZESTRZENNE
230,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#cdafa4b8bfa2e0a1acbeb88db8a0e3aabfb8a9b7a4aca9b7e3bda1
231,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#741d1a121b34041959130601100e1d15100e5a0418
232,401,https://pm-grudziadz.pl/sprawy/249/uzyskanie-zaswiadczenia-stwierdzajacego-ze-zgodnie-z-prawem-polskim-mozna-zawrzec-malzenstwo/
